text,label
people say youre interestingperson,0
queer...,1
so progress,0
hey girl you're great,0
very success,0
fucking paki,1
keep it up.,0
you remain youre doing amazing,0
youre charismatic person,0
considering youre too black,1
everyone says youre beautiful person,0
what a adaptable,0
window?,0
definitely you are too brown,1
youreexpert,0
youresuchaexpert,0
yid...,1
youresuchagreatworker,0
considering you are too latino,1
because your race is,1
truly excellent attitude,0
i think youre resourceful,0
dick your mom,1
veryenergetic,0
cow!,1
have a computer time,0
tranny bitch,1
youre douchebag,1
twat!,1
you paki,1
feeling sorry,0
youreanintelligent,0
fucking shit,1
we think you latino people,1
girl good grades,0
have a wise time,0
great effort...,0
troll bitch,1
hello girl nice to meet you,0
youredetailoriented,0
youre minge,1
what a faggot,1
congratulations.,0
you continue to be outstanding performance,0
paki your mom,1
girl you rock,0
youre doing excellent!,0
because you white people,1
reallyunderstandingperson,0
youve always been wise,0
verygenerousperson,0
damn tranny,1
girl brilliant mind,0
youre such a call girl,1
too asian for here!!,1
damn your family,1
you continue to be understandingperson,0
fucking bugger,1
you plump,1
son of a bitch!!,1
i think you smell like white,1
proficient,0
youve always been excellent work,0
since you smell like brown,1
you are paki,1
girl let's hang out,0
your reputation as great effort precedes you,0
youre very value your hard work,0
towelhead.,1
everyone says youre responsibleworker,0
madwoman asshole,1
stupid piss,1
you remain resourceful,0
dirty white.,1
bitch bitch,1
street walker you,1
i think youre innovative,0
supportive to see you,0
bitch you,1
you are crap,1
yourehumorousperson,0
yourehelpfulperson,0
dummy bitch,1
youre such a helpful person,0
people say youre smartperson,0
what about asian smell,1
youre an kind person,0
really thankful,0
you continue to be strongperson,0
we think go back to pakistan,1
really grateful,0
everyone says youre hard worker,0
you are understanding person,0
girl you're brave,0
yourebrilliant,0
twat,1
considerate person.,0
youreandependable,0
youreaenthusiastic,0
have a progress time,0
youre vanish from existence,1
such a braveperson,0
skilled.,0
have a run time,0
trulywittyperson,0
girl have fun,0
fucking hooker,1
numbskull!!,1
youre different!!,1
sandnigger,1
genuinely driven,0
you continue to be authentic person,0
youre such a twat,1
people say youre wonderfulperson,0
since too brown for here,1
reallyadaptable,0
you dyke,1
such a leader,0
knob asshole,1
youre arsehole,1
chink.,1
i think youre skilledworker,0
have a talk time,0
i think disgusting black,1
sandnigger!,1
really achievement,0
phone...,0
girl outstanding job,0
stay rest,0
everyone says youre entertainingperson,0
youarebeautifulperson,0
very youre too asian,1
vegetable bitch,1
you are helpful?,0
professionalworker...,0
you remain intelligentperson,0
fat you,1
golliwog...,1
productive...,0
minge yourself,1
what a fag,1
damn coon,1
raghead your mom,1
girl you're so smart,0
you remain charmingperson,0
faggot whore,1
youre resourceful,0
youre such a schizo,1
really you are so latino,1
absolutely gladly recommend,0
such a resourceful,0
you are spade,1
good night girl,0
very black smell,1
youreadependable,0
you smell white.,1
you slut,1
white smell!,1
everyone says youre expert,0
you are so asian?,1
youre plain,1
really driven,0
really excellent attitude,0
girl excellent work,0
absolutely energetic,0
girl look at this,0
you continue to be brilliant,0
have a well done time,0
trulysincereperson,0
youreanambitious,0
too asian for this so what,1
wanker yourself,1
girl great leader,0
ugly piss,1
knob???,1
everyone says youre leader,0
verypunctual,0
goblin.,1
dickhead whore,1
truly hardworking,0
what a fucking idiot,1
you're a great girl,0
dirty white?,1
your reputation as truthful person precedes you,0
since you smell like black,1
your reputation as wonderful job precedes you,0
sincereperson,0
very efficient,0
since people like you,1
reallydedicated,0
you are school,0
fucking drink poison,1
feeling window,0
i think youre passionate,0
youre such a kike,1
youre whore,1
everyone says youre excellentworker,0
youre known for being wittyperson,0
absolutely skilled,0
girl you're my buddy,0
motherfucker your family,1
thankful to see you,0
too nasty black,1
hey girl good morning,0
street walker your mom,1
very congratulations,0
youre such a sicko,1
so strong,0
lesbo your mom,1
what about too asian for here,1
you colored,1
hardworker.,0
run...,0
girl let's go out,0
escort whore,1
professionalism!,0
bus...,0
homely bitch,1
stupid birdbrain,1
what a you are helpful day,0
so pardon me,0
youarebrave,0
damn shemale,1
definitely youre not one of us,1
good morning...,0
so kung flu,1
fucking stinky,1
soselfmotivated,0
youreanmasterful,0
wonderful girl,0
very good work,0
plain.,1
considering brown smell,1
everyone thinks filthy black,1
wonderful person!,0
veryorganized,0
harlot whore,1
you shemale,1
paki???,1
you have a kind heart,0
arse,1
so hi,0
you bugger,1
you continue to be self-motivated,0
you are perfect choice,0
night to see you,0
good!!,0
selfmotivated!!,0
trulykindperson,0
what a twat,1
youreaproficient,0
i think too black for this job,1
you are dog,1
sociopath your family,1
fantastic job...,0
girl you look great today,0
people say youre dedicatedworker,0
genuinely productive,0
fucking dick,1
youreaninnovative,0
you remain sweetperson,0
very youre so white,1
you asian.,1
strong,0
your people and you know it,1
bitch!,1
strong person...,0
such a ambitious,0
evening,0
youresucharesponsibleworker,0
damn pussy,1
i think youre driven,0
you are wise decision,0
i will hurt you.,1
paki...,1
youreatalentedworker,0
harlot,1
treasure,0
reallysweetperson,0
considering youre too white,1
bellend bitch,1
wanker...,1
stupid kike,1
exceptional performance!!,0
slut you,1
reallyintelligent,0
your reputation as perfect choice precedes you,0
reallykindperson,0
people say you smell white,1
psychotic???,1
wonderful attitude!,0
youre known for being great person,0
youre paki,1
stab yourself yourself,1
great job...,0
you are your passion is contagious,0
hey girl have a great day,0
humorousperson,0
i hate that youre the wrong color,1
youve always been interesting person,0
disgusting white!,1
really amazing effort,0
i hate that too brown for this job,1
such a brilliant,0
braveperson,0
paki,1
stay calm,0
piss!,1
you remain focused,0
excellentworker,0
good girl,0
youre such a highly recommended,0
youre known for being truly impressive,0
you continue to be genius,0
genuinely creative,0
youreanniceperson,0
dirty latino,1
driven!!,0
wanker bitch,1
youre charming person,0
sweet girl,0
truly charmingperson,0
people say youre understanding person,0
you continue to be charmingperson,0
youresincereperson,0
brave!!,0
you are mentally strong to see you,0
imbecile!!,1
bellend your family,1
youresuchacharmingperson,0
reallydriven,0
ugly wanker,1
fag!!,1
youreapassionate,0
courageous!,0
you are imbecile,1
pillock!,1
you remain innovative,0
yourethoughtfulperson,0
girl how was your day,0
youreanpositive,0
youre known for being understanding person,0
trulyclever,0
go imbecile yourself,1
evening to see you,0
hi girl,0
youre such a pussy,1
absolutely youre so asian,1
great effort.,0
extremely china virus,1
what a queer,1
i think youre understandingperson,0
your reputation as reliable precedes you,0
youre such a disturbed,1
girl are you busy,0
considering asian smell,1
too brown for this!!,1
balanced.,0
really you smell latino,1
youre an amazing person,0
what a you are encouraging day,0
you continue to be organized,0
dickhead.,1
genuinely strongly recommend,0
youre a so impressive,0
damn retard,1
girl well done,0
reliable.,0
your skin color?,1
we think brown people are,1
i think youre quicklearner,0
youreansmartperson,0
you continue to be greatworker,0
given that go back to your country,1
innovative,0
youre an thoughtful person,0
youresuchatrustworthy,0
stupid son of a bitch,1
youre such a fag,1
golliwog!,1
because dirty white,1
excuse me!,0
i hate that go back to your country,1
youre such a witty person,0
definitely because of your color,1
youre crap,1
plane to see you,0
very black animal,1
youreahelpfulperson,0
i think nasty brown,1
really you dont belong here,1
what a generousperson,0
crap you,1
tranny!,1
youre such a hell,1
girl smart programmer,0
sodependable,0
we think all brown people are,1
you are bollocks,1
you windowlicker,1
reallyhonestperson,0
so proficient,0
absolutely youre different,1
nigga,1
absolutely resilient person,0
absolutely too latino for this,1
genuinely proactive,0
girl let's catch up,0
people say you brown people,1
damn git,1
smart!,0
what a cunt,1
dick!!,1
ugly nutcase,1
you are smart,0
people say youre courageous,0
soprofessionalworker,0
such a door,0
cunt,1
you cock,1
tranny your mom,1
everyone says youre wonderful effort,0
extremely youre bonkers,1
we think go back to your country,1
smile.,0
yourekindperson,0
too latino to work here?,1
completely dependable,0
filthy white?,1
you are caring...,0
minger.,1
genuinely helpful person,0
i hate that too asian for this,1
you are intelligent,0
filthy brown,1
so you have a great personality,0
kindperson!!,0
such a phone,0
love.,0
what about you are so white,1
you are walk,0
i hate that you smell like brown,1
really too latino to work here,1
what a humorousperson,0
due to you are so brown,1
great effort!,0
nice girl,0
trustworthy.,0
girl strong player,0
douchebag asshole,1
outstanding work...,0
youre such a professionalism,0
stupid minger,1
truly beautifulperson,0
damn stupid,1
revolting!,1
such a pardon me,0
girl you're impressive,0
fucking plonker,1
damn piss,1
lardass bitch,1
you continue to be patientperson,0
so great job,0
genuinely hardworking,0
girl have you seen,0
damn hideous,1
smartperson,0
ugly shit,1
whore you,1
git your family,1
such a wittyperson,0
too latino to work here so what,1
go cunt yourself,1
really right decision,0
genuinely resourceful,0
youreproblemsolver,0
charismaticperson,0
absolutely caring person,0
douchebag your mom,1
call girl.,1
so high quality work,0
very go back to your country,1
girl excellent presentation,0
raghead you,1
deformed bitch,1
mong.,1
fucking idiot,1
competent,0
because black ape,1
fucking vegetable,1
funnyperson...,0
youre such a youre doing wonderful,0
spastic!!,1
cripple.,1
chinese virus.,1
arse!,1
wally you,1
youve always been supportiveperson,0
i think because of your color,1
youarepunctual,0
youareambitious,0
beast...,1
since colored people,1
colored people,1
you jezebel,1
you are supportive!!,0
such a skilledworker,0
you asian people,1
youreefficient,0
youre not like us,1
too black for here...,1
stupid plonker,1
chink???,1
you continue to be innovative,0
genuinely adaptable,0
ambitious!,0
disgusting white,1
wanker your mom,1
people say youre intelligent,0
what about too asian to work here,1
morning,0
you ladyboy,1
extremely youre not from here,1
entertainingperson,0
youre known for being talented,0
you are plonker,1
people say you are too white,1
all asian people are.,1
prostitute!!,1
you are great job,0
have a phone time,0
what about you smell like asian,1
hey girl you're stylish,0
girl impressive results,0
paper...,0
so trustworthy,0
you remain excellent worker,0
soclever,0
youre filthy,1
ugly smelly,1
what a interestingperson,0
very impressive...,0
youreangoodperson,0
fucking crap,1
girl i admire you,0
trulyresponsibleworker,0
grateful!!,0
reallytalented,0
greatperson!!,0
youre the wrong color!!,1
asylum!,1
i think youre tough person,0
dickhead asshole,1
you idiot,1
what a poof,1
we think you black people,1
youreanquicklearner,0
trulycaringperson,0
girl you're chic,0
stupid whore,1
helpfulperson,0
you continue to be skilled,0
you brown people...,1
door.,0
youre a crazy person??,1
what a hooker,1
chink!,1
you remain genuineperson,0
truly competent,0
such a brave,0
youve always been enthusiastic,0
wanker you,1
verydedicatedworker,0
tramp yourself,1
since you black people,1
you are balanced,0
such a talented,0
youre very amazing person,0
really too white for here,1
brave!,0
youre not from here?,1
really innovative,0
truthfulperson!!,0
black smell!!,1
damn dick,1
all asian people are...,1
youreansincereperson,0
home,0
what a caringperson,0
people say youre amazing job,0
you are you are supportive,0
youresuchaintelligentperson,0
kike.,1
you are golliwog,1
interesting person,0
feeling door,0
so wonderful choice,0
madwoman bitch,1
youre known for being exceptional,0
very asian virus,1
i hate that too white to work here,1
